"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","PARENC","SEXO","EDAD","P3_6_1","P3_6_2","P3_6_3","P3_6_4","P3_6_5","P3_6_6","P3_6_7","P3_6_8","P3_7","P3_8","P3_9","P3_10","P3_11","P3_12","P3_13","CVEGEO","CVE_ENT","TLOC","MENOR10","EST_DIS","UPM_DIS","FAC_HOG","CONTROL","VIV_SEL","HOGAR","N_REN"
"010025905101","010025905","0100259051","1","","1","50","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00011",505,"0100259","05","1","01"
"010025905102","010025905","0100259051","2","","2","47","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00011",505,"0100259","05","1","02"
"010025905103","010025905","0100259051","3","","2","18","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00011",505,"0100259","05","1","03"
"010027501101","010027501","0100275011","1","","2","50","2","2","1","2","2","1","1","1","","3","03","","","","","01","01","1","2","0003","00012",554,"0100275","01","1","01"
"010027501102","010027501","0100275011","3","","2","21","1","1","1","1","2","1","1","1","","3","03","","","1","","01","01","1","2","0003","00012",554,"0100275","01","1","02"
"010027502101","010027502","0100275021","1","","2","64","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00012",554,"0100275","02","1","01"
"010027503101","010027503","0100275031","1","","2","43","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00012",554,"0100275","03","1","01"
"010027503102","010027503","0100275031","3","","1","18","1","1","1","1","1","1","1","1","","3","03","","","2","03","01","01","1","2","0003","00012",554,"0100275","03","1","02"
"010027504101","010027504","0100275041","1","","1","42","1","1","1","1","1","1","1","1","","3","02","","","","","01","01","1","2","0003","00012",554,"0100275","04","1","01"
"010027504102","010027504","0100275041","2","","2","38","1","1","1","1","1","1","1","1","","3","02","","","","","01","01","1","2","0003","00012",554,"0100275","04","1","02"
"010027505101","010027505","0100275051","1","","2","50","2","1","1","2","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00012",554,"0100275","05","1","01"
"010030201101","010030201","0100302011","1","","1","38","1","1","1","1","1","1","1","1","","3","11","","","","","01","01","1","2","0003","00013",546,"0100302","01","1","01"
"010030201102","010030201","0100302011","2","","2","50","1","1","1","1","1","1","1","1","","3","08","","","","","01","01","1","2","0003","00013",546,"0100302","01","1","02"
"010030203101","010030203","0100302031","1","","2","31","2","1","1","1","2","1","1","2","","3","03","","","","","01","01","1","2","0003","00013",546,"0100302","03","1","01"
"010030203104","010030203","0100302031","3","","2","04","1","1","1","1","1","1","1","1","","3","03","1","","","","01","01","1","2","0003","00013",546,"0100302","03","1","04"
"010030203103","010030203","0100302031","3","","1","10","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0003","00013",546,"0100302","03","1","03"
"010030203102","010030203","0100302031","3","","1","12","2","1","1","1","2","1","1","1","","3","09","","","1","","01","01","1","2","0003","00013",546,"0100302","03","1","02"
"010030203105","010030203","0100302031","3","","1","02","1","1","1","1","1","1","1","1","","3","03","2","1","","","01","01","1","2","0003","00013",546,"0100302","03","1","05"
"010030204101","010030204","0100302041","1","","1","42","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00013",546,"0100302","04","1","01"
"010030204102","010030204","0100302041","2","","2","45","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00013",546,"0100302","04","1","02"
"010030204103","010030204","0100302041","3","","1","20","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0003","00013",546,"0100302","04","1","03"
"010030204104","010030204","0100302041","3","","1","14","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0003","00013",546,"0100302","04","1","04"
"010030205101","010030205","0100302051","1","","1","46","1","1","1","2","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00013",546,"0100302","05","1","01"
"010030205102","010030205","0100302051","2","","2","46","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00013",546,"0100302","05","1","02"
"010031402101","010031402","0100314021","1","","2","53","1","1","1","2","2","1","1","1","","3","03","","","","","01","01","1","2","0003","00014",450,"0100314","02","1","01"
"010031402102","010031402","0100314021","3","","2","20","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0003","00014",450,"0100314","02","1","02"
"010031403101","010031403","0100314031","1","","1","46","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00014",450,"0100314","03","1","01"
"010031403102","010031403","0100314031","2","","2","38","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00014",450,"0100314","03","1","02"
"010031403103","010031403","0100314031","3","","1","17","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0003","00014",450,"0100314","03","1","03"
"010031403104","010031403","0100314031","3","","1","12","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0003","00014",450,"0100314","03","1","04"
"010031403105","010031403","0100314031","3","","2","06","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0003","00014",450,"0100314","03","1","05"
"010031404101","010031404","0100314041","1","","2","61","2","1","1","1","1","1","1","1","","3","01","","","","","01","01","1","2","0003","00014",450,"0100314","04","1","01"
"010031404102","010031404","0100314041","2","","1","51","1","1","1","1","1","1","1","1","","3","01","","","","","01","01","1","2","0003","00014",450,"0100314","04","1","02"
"010031404103","010031404","0100314041","3","","1","36","1","1","1","1","1","1","1","1","","3","01","","","","","01","01","1","2","0003","00014",450,"0100314","04","1","03"
"010031405101","010031405","0100314051","1","","1","22","1","1","1","1","1","1","1","1","","3","03","","","2","10","01","01","1","2","0003","00014",450,"0100314","05","1","01"
"010031405102","010031405","0100314051","2","","2","25","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00014",450,"0100314","05","1","02"
"010031501101","010031501","0100315011","1","","2","63","2","2","1","2","2","2","1","2","","3","11","","","","","01","01","1","2","0003","00015",577,"0100315","01","1","01"
"010031501102","010031501","0100315011","3","","1","31","1","1","1","2","1","1","1","1","","3","11","","","","","01","01","1","2","0003","00015",577,"0100315","01","1","02"
"010031501103","010031501","0100315011","4","","2","12","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0003","00015",577,"0100315","01","1","03"
"010031502101","010031502","0100315021","1","","2","36","2","1","1","1","2","1","1","1","","3","03","","","","","01","01","1","2","0003","00015",577,"0100315","02","1","01"
"010031502102","010031502","0100315021","2","","1","38","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00015",577,"0100315","02","1","02"
"010031502103","010031502","0100315021","3","","1","11","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0003","00015",577,"0100315","02","1","03"
"010031502104","010031502","0100315021","3","","2","06","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0003","00015",577,"0100315","02","1","04"
"010031503101","010031503","0100315031","1","","2","51","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00015",577,"0100315","03","1","01"
"010031504101","010031504","0100315041","1","","2","37","2","2","1","3","2","1","1","1","2","3","07","","","","","01","01","1","2","0003","00015",577,"0100315","04","1","01"
"010031504102","010031504","0100315041","2","","1","40","1","1","1","1","1","1","1","1","","3","07","","","","","01","01","1","2","0003","00015",577,"0100315","04","1","02"
"010031505101","010031505","0100315051","1","","1","58","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00015",577,"0100315","05","1","01"
"010031505102","010031505","0100315051","2","","2","60","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0003","00015",577,"0100315","05","1","02"
"010031601101","010031601","0100316011","1","","2","44","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0001","00016",486,"0100316","01","1","01"
"010031601102","010031601","0100316011","2","","1","48","2","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00016",486,"0100316","01","1","02"
"010031601103","010031601","0100316011","3","","2","15","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00016",486,"0100316","01","1","03"
"010031601104","010031601","0100316011","3","","2","07","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00016",486,"0100316","01","1","04"
"010031602101","010031602","0100316021","1","","1","74","1","1","2","3","2","3","1","1","2","3","03","","","","","01","01","1","2","0001","00016",486,"0100316","02","1","01"
"010031602102","010031602","0100316021","2","","2","72","3","1","1","1","1","1","1","1","2","3","03","","","","","01","01","1","2","0001","00016",486,"0100316","02","1","02"
"010031603101","010031603","0100316031","1","","2","30","2","1","1","1","2","1","1","1","","3","08","","","","","01","01","1","2","0001","00016",486,"0100316","03","1","01"
"010031603105","010031603","0100316031","3","","1","02","1","1","1","1","1","1","1","1","","3","08","2","1","","","01","01","1","2","0001","00016",486,"0100316","03","1","05"
"010031603104","010031603","0100316031","3","","1","04","1","1","1","1","1","1","1","1","","3","08","1","","","","01","01","1","2","0001","00016",486,"0100316","03","1","04"
"010031603103","010031603","0100316031","3","","1","06","1","1","1","1","1","1","1","1","","3","08","","","1","","01","01","1","2","0001","00016",486,"0100316","03","1","03"
"010031603102","010031603","0100316031","3","","2","12","2","1","1","1","1","1","1","1","","3","08","","","1","","01","01","1","2","0001","00016",486,"0100316","03","1","02"
"010031605101","010031605","0100316051","1","","1","48","1","1","1","3","1","1","1","1","2","3","03","","","","","01","01","1","2","0001","00016",486,"0100316","05","1","01"
"010031605102","010031605","0100316051","2","","2","47","1","1","2","3","1","1","1","1","2","3","03","","","","","01","01","1","2","0001","00016",486,"0100316","05","1","02"
"010031605105","010031605","0100316051","3","","2","15","1","1","1","1","1","1","1","1","","3","03","","","1","","01","01","1","2","0001","00016",486,"0100316","05","1","05"
"010031605104","010031605","0100316051","3","","2","21","1","1","2","2","1","1","1","1","","3","09","","","2","07","01","01","1","2","0001","00016",486,"0100316","05","1","04"
"010031605103","010031605","0100316051","3","","1","26","1","1","1","1","1","1","1","1","","3","03","","","","","01","01","1","2","0001","00016",486,"0100316","05","1","03"
"010037201101","010037201","0100372011","1","","2","70","3","2","2","2","3","2","1","1","2","3","09","","","","","01","01","1","2","0003","00017",565,"0100372","01","1","01"
"010037201102","010037201","0100372011","6","","2","91","3","2","3","4","3","4","2","2","1","1","11","","","","","01","01","1","2","0003","00017",565,"0100372","01","1","02"
"010037202101","010037202","0100372021","1","","2","65","2","1","2","2","2","1","1","1","","3","09","","","","","01","01","1","2","0003","00017",565,"0100372","02","1","01"
"010037202102","010037202","0100372021","4","","1","12","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0003","00017",565,"0100372","02","1","02"
"010037203101","010037203","0100372031","1","","1","40","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00017",565,"0100372","03","1","01"
"010037203102","010037203","0100372031","2","","2","40","1","1","1","1","1","1","1","1","","3","09","","","","","01","01","1","2","0003","00017",565,"0100372","03","1","02"
"010037203103","010037203","0100372031","3","","1","14","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0003","00017",565,"0100372","03","1","03"
"010037203104","010037203","0100372031","3","","1","13","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0003","00017",565,"0100372","03","1","04"
"010037203105","010037203","0100372031","3","","1","10","1","1","1","1","1","1","1","1","","3","09","","","1","","01","01","1","2","0003","00017",565,"0100372","03","1","05"
"010037204101","010037204","0100372041","1","","2","51","2","1","2","1","1","1","1","1","","3","01","","","","","01","01","1","2","0003","00017",565,"0100372","04","1","01"
